rule_id,trajectory_id,target_item,is_target,is_contrast,antecedent_satisfied,target_satisfied
R00001,16,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,27,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,106,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,130,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,140,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,261,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,377,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,661,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,671,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,776,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,957,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,1006,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,1032,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,1039,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,1127,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,1277,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,1326,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,1350,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,1364,Kinematic__x__Spatial_Context=Uncommon Kinematic,False,True,True,False
R00001,1417,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,1467,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,1529,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,1617,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,1663,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,1669,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,1749,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,2007,Kinematic__x__Spatial_Context=Uncommon Kinematic,False,True,True,False
R00001,2104,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,2182,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,2190,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
R00001,2215,Kinematic__x__Spatial_Context=Uncommon Kinematic,False,True,True,False
R00001,2244,Kinematic__x__Spatial_Context=Uncommon Kinematic,False,True,True,False
R00001,2301,Kinematic__x__Spatial_Context=Uncommon Kinematic,True,False,True,True
