rule_id,target_item,positive_trajectory_id,counterexample_trajectory_id,neighbor_rank,fingerprint_matching_pair_count,fingerprint_comparison_pair_count,fingerprint_similarity,fingerprint_label_mismatch_count,antecedent_feature_distance,antecedent_nodes,target_nodes,antecedent_feature_count,comparison_feature_count
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,16,2244,1,46,73,0.6301369863013698,27,9.011814327118055,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,27,1364,1,46,73,0.6301369863013698,27,15.047881244533203,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,106,2244,1,48,73,0.6575342465753424,25,14.353526989707337,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,130,2215,1,45,73,0.6164383561643836,28,10.188616136337137,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,140,2007,1,39,73,0.5342465753424658,34,8.685510174884078,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,261,1364,1,38,73,0.5205479452054794,35,15.281585238427814,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,377,2215,1,30,73,0.410958904109589,43,10.46209518693005,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,661,2215,1,36,73,0.4931506849315068,37,17.284574345497514,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,671,1364,1,38,73,0.5205479452054794,35,8.837957271742443,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,776,2007,1,51,73,0.6986301369863014,22,5.720294462949596,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,957,2007,1,40,73,0.547945205479452,33,8.3425109780006,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,1006,1364,1,40,73,0.547945205479452,33,8.405974462338449,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,1032,2007,1,44,73,0.6027397260273972,29,7.086846614852105,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,1039,2244,1,50,73,0.684931506849315,23,9.405212336426946,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,1127,2244,1,33,73,0.4520547945205479,40,5.828629758111077,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,1277,2215,1,50,73,0.684931506849315,23,10.197042205355064,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,1326,2215,1,33,73,0.4520547945205479,40,15.442163008665386,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,1350,2244,1,31,73,0.4246575342465753,42,4556118889255708.0,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,1417,2215,1,41,73,0.5616438356164384,32,9.840128820937485,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,1467,2007,1,44,73,0.6027397260273972,29,12.242802038430312,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,1529,1364,1,39,73,0.5342465753424658,34,15.514615649638479,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,1617,2007,1,39,73,0.5342465753424658,34,9.99538007502601,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,1663,2007,1,43,73,0.589041095890411,30,176.4484325419385,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,1669,1364,1,43,73,0.589041095890411,30,10.813369128164057,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,1749,2244,1,33,73,0.4520547945205479,40,38.59998592929628,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,2104,2215,1,40,73,0.547945205479452,33,10.867550589585345,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,2182,2244,1,43,73,0.589041095890411,30,8.197028455311099,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,2190,2007,1,33,73,0.4520547945205479,40,11.456559835220629,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,2301,1364,1,47,73,0.6438356164383562,26,15.404328620359129,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,2329,2215,1,52,73,0.7123287671232876,21,12.571735914009396,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,2349,1364,1,63,73,0.863013698630137,10,16.54632930570243,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,2477,2007,1,40,73,0.547945205479452,33,6.711429118485055,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,2520,2244,1,45,73,0.6164383561643836,28,8.342097685355482,Acceleration;Indentation;Spatial_Context;Temporal,Kinematic;Spatial_Context,63,82
R00002,Geometric__x__Kinematic=Uncommon Kinematic,81,905,1,39,73,0.5342465753424658,34,17.11829287963139,Acceleration;Sequence_Complexity;Geometric;SpatioTemporal_Dynamics,Geometric;Kinematic,60,79
R00002,Geometric__x__Kinematic=Uncommon Kinematic,106,2647,1,47,73,0.6438356164383562,26,10.40995056896734,Acceleration;Sequence_Complexity;Geometric;SpatioTemporal_Dynamics,Geometric;Kinematic,60,79
R00002,Geometric__x__Kinematic=Uncommon Kinematic,276,1487,1,50,73,0.684931506849315,23,13.641206359908448,Acceleration;Sequence_Complexity;Geometric;SpatioTemporal_Dynamics,Geometric;Kinematic,60,79
R00002,Geometric__x__Kinematic=Uncommon Kinematic,317,1487,1,54,73,0.7397260273972602,19,4.683963945889078,Acceleration;Sequence_Complexity;Geometric;SpatioTemporal_Dynamics,Geometric;Kinematic,60,79
R00002,Geometric__x__Kinematic=Uncommon Kinematic,498,905,1,51,73,0.6986301369863014,22,11.042645635364178,Acceleration;Sequence_Complexity;Geometric;SpatioTemporal_Dynamics,Geometric;Kinematic,60,79
R00002,Geometric__x__Kinematic=Uncommon Kinematic,503,1487,1,41,73,0.5616438356164384,32,21.474325625101716,Acceleration;Sequence_Complexity;Geometric;SpatioTemporal_Dynamics,Geometric;Kinematic,60,79
R00002,Geometric__x__Kinematic=Uncommon Kinematic,714,905,1,38,73,0.5205479452054794,35,14.65504653255716,Acceleration;Sequence_Complexity;Geometric;SpatioTemporal_Dynamics,Geometric;Kinematic,60,79
R00002,Geometric__x__Kinematic=Uncommon Kinematic,783,1487,1,46,73,0.6301369863013698,27,33.724222210443976,Acceleration;Sequence_Complexity;Geometric;SpatioTemporal_Dynamics,Geometric;Kinematic,60,79
R00002,Geometric__x__Kinematic=Uncommon Kinematic,784,905,1,49,73,0.6712328767123288,24,8.015797048284433,Acceleration;Sequence_Complexity;Geometric;SpatioTemporal_Dynamics,Geometric;Kinematic,60,79
R00002,Geometric__x__Kinematic=Uncommon Kinematic,980,1487,1,44,73,0.6027397260273972,29,24.991254296157123,Acceleration;Sequence_Complexity;Geometric;SpatioTemporal_Dynamics,Geometric;Kinematic,60,79
R00002,Geometric__x__Kinematic=Uncommon Kinematic,1039,2647,1,46,73,0.6301369863013698,27,17.687426861921598,Acceleration;Sequence_Complexity;Geometric;SpatioTemporal_Dynamics,Geometric;Kinematic,60,79
R00002,Geometric__x__Kinematic=Uncommon Kinematic,1049,1487,1,35,73,0.4794520547945205,38,22.39362217169407,Acceleration;Sequence_Complexity;Geometric;SpatioTemporal_Dynamics,Geometric;Kinematic,60,79
R00002,Geometric__x__Kinematic=Uncommon Kinematic,1051,1318,1,42,73,0.5753424657534246,31,8.066376801456842,Acceleration;Sequence_Complexity;Geometric;SpatioTemporal_Dynamics,Geometric;Kinematic,60,79
R00002,Geometric__x__Kinematic=Uncommon Kinematic,1077,1318,1,47,73,0.6438356164383562,26,6032781261370159.0,Acceleration;Sequence_Complexity;Geometric;SpatioTemporal_Dynamics,Geometric;Kinematic,60,79
